text,english_browser
by encouraging them more toward communication skills and by issuing certification free of cost,yes
by encouraging them more toward MOOCs by giving them more opportunities and by bestowed them cost- free certifications ,yes
By encouraging them to learn English or moocs can be translated to their native language as well ,yes
By encouraging them to take more easy courses.,yes
by engaging them on the course and even personal email.,yes
By english work and interactive media accross perhapps videos maybe,no
by every thing i can do,yes
BY EXPLAINING IN SIMPLE ENGLISH(Don't take native languages for help student who participates in the course),yes
By explaining words especialed closer to english-speaking countries culture in easier words. In order to make them well understood by non-native English learners,no
by facilitate it ,yes
By facilitate the way of studies and diversity the sources,yes
By faciliting the English that you use in the website.,no
by forcing on providing them with courses help them to communicate easily,yes
By Gaining more practical skills.,yes
By give him grammer english and make chat ,yes
By give more courses free,no
By give them agreat session of conversation to learn them how to speak well,yes
"by give them course
",yes
"By give them easy and attractive way of learning 
",yes
by given them the oportunity to speak,no
by giving advice or lesson on how to speak more with confident  than learn only grammar and vocabulary.  ,yes
by giving best english knowlege to students all over the worl,yes
by giving good speaking practice,yes
by giving more and more teaching about the basic knowledge of English.,yes
By giving more courses facilities to foreign students to make them understand the English language.,yes
by giving more courses with  all different languages,yes
"by giving more experience of reading, listening and writing",yes
By giving more homework,yes
"By giving proper guidance and teaching daily about English and interacting with me 
",yes
by giving simples sentences and phrases and articulate when speaking,no
By giving subtitle based on their native language,yes
By giving subtitles below when they teach and teaching slowly and in simple words,yes
by giving the brief course details,yes
By giving them a basic understanding of the language by using pictorial representation.,yes
By giving them a chance at your program to learn.,yes
By giving them a free opportunity to learn and starting from the basics. ,yes
By giving them a lot of exercises,yes
By giving them an opportunity to actively participate in courses and giving fedback which can help them to practice.,yes
By giving them confident to interact with other people by speaking the english langguage.,yes
By giving them more attention and by explaining the things they are learning bit by bit.,yes
By giving them multi chances to improve their skills .,no
"By giving them pretty good advice about how it feels to have english as a foreign language 
",yes
"By giving them such courses in their own language.
",yes
By giving them the chance to participate.,yes
"By giving them the idea of its benefits as well as help them to understand the basic English. So that
they can also improve there career opportunity through this.",yes
by giving them the simplest way to learn and memorize new simple words and by let them listening to English music,yes
By giving them tips about english speakers idioms and vocabulary usage,no
By giving them translations in their native language and thus  they will recall that in their  native language and in English too.  Also some videos pertaining to the conversations  that happen in day to day life.,yes
by giving these type of free courses.,yes
By giving us the opportunity to interact with the people who are enrolled in this course because interaction can really help to learn any language.,yes
